               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 477,            0.010884,           0.0058694,           0.0022124,             0.99874,                   1,               0.995,             0.90983,           0.0060032,           0.0028064,          0.00061494,           0.0005752,           0.0005752,           0.0005752
                 478,            0.011307,           0.0060798,           0.0048495,             0.99873,                   1,               0.995,             0.90561,           0.0060589,           0.0027983,          0.00061272,           0.0005554,           0.0005554,           0.0005554
                 479,            0.011568,           0.0053155,           0.0034948,              0.9987,                   1,               0.995,             0.90078,           0.0060805,           0.0027965,          0.00060984,           0.0005356,           0.0005356,           0.0005356
                 480,              0.0119,           0.0060025,           0.0041275,              0.9987,                   1,               0.995,              0.9061,           0.0060502,           0.0027972,          0.00060834,           0.0005158,           0.0005158,           0.0005158
                 481,            0.011149,           0.0056813,           0.0028799,             0.99874,                   1,               0.995,             0.90657,           0.0060298,           0.0028149,          0.00060808,            0.000496,            0.000496,            0.000496
                 482,            0.011352,            0.005746,           0.0027758,             0.99875,                   1,               0.995,               0.911,           0.0060244,           0.0028372,          0.00060477,           0.0004762,           0.0004762,           0.0004762
                 483,            0.011836,           0.0058571,           0.0032171,             0.99874,                   1,               0.995,             0.90675,           0.0060237,           0.0028584,          0.00060326,           0.0004564,           0.0004564,           0.0004564
                 484,             0.01109,           0.0059859,           0.0068827,             0.99871,                   1,               0.995,             0.90781,           0.0060506,           0.0028672,          0.00060253,           0.0004366,           0.0004366,           0.0004366
                 485,            0.011227,            0.005598,           0.0037606,             0.99869,                   1,               0.995,             0.90714,           0.0060425,           0.0028821,           0.0006023,           0.0004168,           0.0004168,           0.0004168
                 486,            0.011789,           0.0057243,            0.002494,             0.99865,                   1,               0.995,             0.90669,           0.0060115,           0.0028865,           0.0006029,            0.000397,            0.000397,            0.000397
                 487,            0.011109,           0.0057942,           0.0023671,             0.99867,                   1,               0.995,             0.90278,           0.0061061,           0.0028857,          0.00060185,           0.0003772,           0.0003772,           0.0003772
                 488,            0.010682,           0.0060166,           0.0023858,             0.99867,                   1,               0.995,              0.9039,           0.0060867,           0.0028727,          0.00060042,           0.0003574,           0.0003574,           0.0003574
                 489,            0.011076,           0.0057503,           0.0032156,             0.99865,                   1,               0.995,             0.90202,           0.0060738,           0.0028649,          0.00059921,           0.0003376,           0.0003376,           0.0003376
                 490,            0.013503,            0.005312,           0.0047003,             0.99868,                   1,               0.995,             0.90572,           0.0059983,           0.0028503,          0.00059642,           0.0003178,           0.0003178,           0.0003178
